id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1497305232551862278,1497305232551862278,2022-02-25 20:19:20 UTC,2022-02-25,20:19:20,+0000,1134049078424162304,newsfilterio,Investor News,,Cisco Is A Free Cash Flow Cow Supported By Fortress-Like Balance Sheet $CSCO  https://t.co/xoPbeeEFuF,en,[],['https://newsfilter.io/articles/cisco-is-a-free-cash-flow-cow-supported-by-fortress-like-balance-sheet-59f17595007ce2a331805e8c7896bbfc'],[],0,0,0,[],['csco'],https://twitter.com/newsfilterio/status/1497305232551862278,False,,0,,,,,,,,[],,,,
1497304929043730440,1497304929043730440,2022-02-25 20:18:08 UTC,2022-02-25,20:18:08,+0000,61604535,rstaynings,Richard Staynings,,Cisco has released software updates to address four #security #vulnerabilities in its software that could be weaponized by malicious actors to take control of affected systems.  https://t.co/Z5WM6Zb87r,en,[],['https://lnkd.in/eQuGNckj'],[],0,1,1,"['security', 'vulnerabilities']",[],https://twitter.com/rstaynings/status/1497304929043730440,False,,0,,,,,,,,[],,,,
1497304634343530498,1496952694254313476,2022-02-25 20:16:58 UTC,2022-02-25,20:16:58,+0000,1469001543991103497,sleepergamer11,🔺,,@cisco_fish  https://t.co/DAV8YMCDSR,und,[],[],['https://pbs.twimg.com/tweet_video_thumb/FMd-oFGWQBAW2Rs.jpg'],0,0,0,[],[],https://twitter.com/Sleepergamer11/status/1497304634343530498,False,,1,https://pbs.twimg.com/tweet_video_thumb/FMd-oFGWQBAW2Rs.jpg,,,,,,,[],,,,
1497304611400695811,1497304611400695811,2022-02-25 20:16:52 UTC,2022-02-25,20:16:52,+0000,3315899693,bocannagomez,Anna Gomez,,"RT ndbridge ""Made in the USA, Bridge Operator Console for Cisco and Microsoft Unified Communications. #MicrosoftTeams #Cisco  https://t.co/wfdI7dBhLe  https://t.co/htHEPeFViG""",en,[],['http://www.bridgeoc.com'],['https://pbs.twimg.com/media/FMd9X-SXIAIXqqc.png'],0,0,0,"['microsoftteams', 'cisco']",[],https://twitter.com/BOCannagomez/status/1497304611400695811,False,,1,https://pbs.twimg.com/media/FMd9X-SXIAIXqqc.png,,,,,,,[],,,,
1497303666633560065,1496665559705944067,2022-02-25 20:13:07 UTC,2022-02-25,20:13:07,+0000,2951320729,jayy_roldan,Joe Roldan,,@cisco_matick41 Ima check ! Thanks bro,en,[],[],[],0,0,0,[],[],https://twitter.com/Jayy_Roldan/status/1497303666633560065,False,,0,,,,,,,,"[{'screen_name': 'cisco_matick41', 'name': 'Cisco Lopez', 'id': '1445130200484696070'}]",,,,
1497303631456096260,1497303631456096260,2022-02-25 20:12:58 UTC,2022-02-25,20:12:58,+0000,1457306403652132867,jasoncaptaindr1,jason captain drake,,"this,  martian university,  is, ""Novell schools""  its, networks engineering,  ""cable guy,  fucks, the problem of ""who is younger, and who is older,  when you are, 24,  ""he still thinks,  ""it doesnt play role in career,  and, ""blows you on, Cisco,",en,[],[],[],0,0,0,[],[],https://twitter.com/jasoncaptaindr1/status/1497303631456096260,False,,0,,,,,,,,[],,,,
1497310583036784643,1497282057755631625,2022-02-25 20:40:36 UTC,2022-02-25,20:40:36,+0000,1387794957822464002,karelfilip8,Karel FILIP,,@Jarin50926789 @Bl4Wry @MentalH12611828 S DNS to nemá vůbec nic společného. Je to o linuxu nebo sw postaveném na něm jak je to u jiných zařízení Cisco atd. netuším. Jak jsem psal zapisujete to do pravidel v adres listu a spol.,cs,[],[],[],0,0,0,[],[],https://twitter.com/KarelFILIP8/status/1497310583036784643,False,,0,,,,,,,,"[{'screen_name': 'Jarin50926789', 'name': 'Jarin', 'id': '966683797382205440'}, {'screen_name': 'Bl4Wry', 'name': 'BL4CKLIGHT 🇺🇦', 'id': '2245714099'}, {'screen_name': 'MentalH12611828', 'name': 'Mental Hospital', 'id': '1246021252239831040'}]",,,,
1497310440543723520,1497310440543723520,2022-02-25 20:40:02 UTC,2022-02-25,20:40:02,+0000,899711212166012930,lucasrocha_01,LUCÃO 🏴,,Caiu um cisco aqui 🥺,pt,[],[],[],0,0,0,[],[],https://twitter.com/lucasrocha_01/status/1497310440543723520,False,https://twitter.com/ClistenesCarlos/status/1496905721656778753,0,,,,,,,,[],,,,
1497310386483302400,1497310386483302400,2022-02-25 20:39:49 UTC,2022-02-25,20:39:49,+0000,265111182,vimalbhaya,Vimal Bhaya,,"Kudos to Cisco for selling an amateur-ish looking ""Secure email messaging"" to bank clients.",en,[],[],[],0,0,0,[],[],https://twitter.com/vimalbhaya/status/1497310386483302400,False,,0,,,,,,,,[],,,,
1497309512218423301,1497275280997720069,2022-02-25 20:36:21 UTC,2022-02-25,20:36:21,+0000,730525937595502593,theevilwitchn,thawne ‎,,@natharionisco não deixa o cisco e nem o harry verem esse tweet  https://t.co/QSzuySkP88,pt,[],[],['https://pbs.twimg.com/media/FMeDEArXMAkZL-O.jpg'],0,0,0,[],[],https://twitter.com/theevilwitchn/status/1497309512218423301,False,,1,https://pbs.twimg.com/media/FMeDEArXMAkZL-O.jpg,,,,,,,"[{'screen_name': 'natharionisco', 'name': 'manu loves loki', 'id': '943962157808607232'}]",,,,
1497308892409184258,1497308305907015680,2022-02-25 20:33:53 UTC,2022-02-25,20:33:53,+0000,227472248,ohaskell,Owen Prague,,@TropicaliJaye My deepest condolences. With great love comes great grief. I’ll have Red and Walter and Cisco all welcome him to the cool spots to hang out in in heaven ♥️🙏🏻,en,[],[],[],0,0,0,[],[],https://twitter.com/Ohaskell/status/1497308892409184258,False,,0,,,,,,,,"[{'screen_name': 'TropicaliJaye', 'name': 'Courtney Jaye', 'id': '64255959'}]",,,,
1497308062939586561,1497296857156005892,2022-02-25 20:30:35 UTC,2022-02-25,20:30:35,+0000,1391212852871057408,thegalinheiro,The galinheiro 🐔,,@HopeSariettes Tem um cisco na minha lágrima🤧🤚,pt,[],[],[],0,0,1,[],[],https://twitter.com/thegalinheiro/status/1497308062939586561,False,,0,,,,,,,,"[{'screen_name': 'HopeSariettes', 'name': 'Anny ☽︎', 'id': '1403512542606077952'}]",,,,
1497307929623547917,1497307929623547917,2022-02-25 20:30:03 UTC,2022-02-25,20:30:03,+0000,437513705,sectortweets,Ettore Guarnaccia 🧠,,Intervento al Safer Internet for a Safer World SID 2022 di Cisco Systems Italia  https://t.co/UjOFMHmDAH,en,[],['https://tinyurl.com/y7o33sxl'],[],0,0,0,[],[],https://twitter.com/sectortweets/status/1497307929623547917,False,,0,,,,,,,,[],,,,
1497306820108439552,1497306820108439552,2022-02-25 20:25:39 UTC,2022-02-25,20:25:39,+0000,1494759754928832512,neversl13953532,Never Sleep,,Cisco vs Tolar | Live Stream Toda'y-Watch Live Here &gt;&gt;&gt; :  https://t.co/2SjYLDLCPU,en,[],['https://vans.rajinterus.xyz/hsb.php'],[],0,0,0,[],[],https://twitter.com/NeverSl13953532/status/1497306820108439552,False,,0,,,,,,,,[],,,,
1497306075804098570,1497275414707855364,2022-02-25 20:22:41 UTC,2022-02-25,20:22:41,+0000,16806065,viniciuscezar,vinícius,,"@bonecacynthia eu nao ia, maaas ta rolando uma breja aqui na agencia e bateu um cisco, sabe? qualquer coisa te aviso",pt,[],[],[],2,0,1,[],[],https://twitter.com/viniciuscezar/status/1497306075804098570,False,,0,,,,,,,,"[{'screen_name': 'bonecacynthia', 'name': 'O encantado mundo de Cynthia', 'id': '1124236240797220866'}]",,,,
1497306008158457856,1497285377983500288,2022-02-25 20:22:25 UTC,2022-02-25,20:22:25,+0000,933081349065453568,poljared,jared,,"@TrailerDrake Season 7, when Cisco and the other guy traleved in time to the 90's Man, that sucked so hard",en,[],[],[],0,0,0,[],[],https://twitter.com/PolJared/status/1497306008158457856,False,,0,,,,,,,,"[{'screen_name': 'TrailerDrake', 'name': 'Drake', 'id': '312372133'}]",,,,
1497305879242289157,1497299847350833157,2022-02-25 20:21:54 UTC,2022-02-25,20:21:54,+0000,235654150,preppednet,PreppedNet,,@YourAnonOne Wasn't Aubrey messing around with a hacked m.o.d cisco login a while back on twitch?,en,[],[],[],0,0,1,[],[],https://twitter.com/PreppedNet/status/1497305879242289157,False,,0,,,,,,,,"[{'screen_name': 'YourAnonOne', 'name': 'Anonymous', 'id': '1029475507430146048'}]",,,,
1497305864235008003,1497304683341357057,2022-02-25 20:21:51 UTC,2022-02-25,20:21:51,+0000,2231486820,intoyulk,sailor venus ⧗,,"...Hipócrita, tire primeiro a viga do seu olho, e então você verá claramente para tirar o cisco do olho do seu irmão”. Mateus 7:3-5",pt,[],[],[],1,0,0,[],[],https://twitter.com/intoyulk/status/1497305864235008003,False,,0,,,,,,,,[],,,,
1497305660253483020,1497304683341357057,2022-02-25 20:21:02 UTC,2022-02-25,20:21:02,+0000,2231486820,intoyulk,sailor venus ⧗,,"“Por que você repara no cisco que está no olho do seu irmão e não se dá conta da viga que está em seu próprio olho? Como você pode dizer ao seu irmão: ‘Deixe-me tirar o cisco do seu olho’, quando há uma viga no seu? +",pt,[],[],[],1,0,0,[],[],https://twitter.com/intoyulk/status/1497305660253483020,False,,0,,,,,,,,[],,,,
1497305656461824007,1497305656461824007,2022-02-25 20:21:01 UTC,2022-02-25,20:21:01,+0000,735913757293969408,annpcari,AnnP,,"Cisco's 2022 Broadband Index found that 75% think #broadband services need to dramatically improve to work from anywhere successfully. VP, Service Provider EMEAR @AdamMacHale shares how the gap for seamless and secure connections for all is closing.  https://t.co/f0mcQTr7lD",en,"[{'screen_name': 'adammachale', 'name': 'adam machale', 'id': '2349846800'}]",['https://lnkd.in/dFYHanp8'],[],0,0,0,['broadband'],[],https://twitter.com/AnnPcari/status/1497305656461824007,False,,0,,,,,,,,[],,,,
1497305633388851201,1497305633388851201,2022-02-25 20:20:56 UTC,2022-02-25,20:20:56,+0000,1018938947811139586,threatshub,ThreatsHub,,ThreatsHub Cybersecurity News | Cisco IDs top 2022 security threats and what to do about them -  https://t.co/oxltP6Tm4i #CyberSecurity  #Coudsecurity #ThreatIntelligent #Databreach #Deeplearning #OSINT #CyberCrime #Infosec #Blog #News  https://t.co/mRFuRTAdwP,en,[],['https://www.threatshub.org/blog/cisco-ids-top-2022-security-threats-and-what-to-do-about-them/'],['https://pbs.twimg.com/media/FMd_ihJUcAIeKuT.jpg'],0,2,1,"['cybersecurity', 'coudsecurity', 'threatintelligent', 'databreach', 'deeplearning', 'osint', 'cybercrime', 'infosec', 'blog', 'news']",[],https://twitter.com/threatshub/status/1497305633388851201,False,,1,https://pbs.twimg.com/media/FMd_ihJUcAIeKuT.jpg,,,,,,,[],,,,
1497305442216722437,1497305442216722437,2022-02-25 20:20:10 UTC,2022-02-25,20:20:10,+0000,735913757293969408,annpcari,AnnP,,"Register for our Cisco Knowledge Network webinar on March 15 to see how you can help your network operations quickly execute process, improve customer experience, and improve decision-making and speed fault resolution with analytics with Crosswork Automat… https://t.co/ytZ4khtuFl",en,[],['https://lnkd.in/dY2b-MX2'],[],0,0,0,[],[],https://twitter.com/AnnPcari/status/1497305442216722437,False,,0,,,,,,,,[],,,,
1497305412986544131,1497299357875507203,2022-02-25 20:20:03 UTC,2022-02-25,20:20:03,+0000,2569039919,godon_sandra,Sandra Godon,,@BastaNissa @Cisco_Ze 🙄🙄😉😙😇  https://t.co/KLMNGMbvKI,und,[],[],['https://pbs.twimg.com/tweet_video_thumb/FMd_VT3WYAk0V91.jpg'],0,0,0,[],[],https://twitter.com/godon_sandra/status/1497305412986544131,False,,1,https://pbs.twimg.com/tweet_video_thumb/FMd_VT3WYAk0V91.jpg,,,,,,,"[{'screen_name': 'BastaNissa', 'name': '🐼', 'id': '1072026433868972032'}, {'screen_name': 'Cisco_Ze', 'name': 'ZeCisco\U0001f9a6🆗️', 'id': '113274832'}]",,,,
1497305232551862278,1497305232551862278,2022-02-25 20:19:20 UTC,2022-02-25,20:19:20,+0000,1134049078424162304,newsfilterio,Investor News,,Cisco Is A Free Cash Flow Cow Supported By Fortress-Like Balance Sheet $CSCO  https://t.co/xoPbeeEFuF,en,[],['https://newsfilter.io/articles/cisco-is-a-free-cash-flow-cow-supported-by-fortress-like-balance-sheet-59f17595007ce2a331805e8c7896bbfc'],[],0,0,0,[],['csco'],https://twitter.com/newsfilterio/status/1497305232551862278,False,,0,,,,,,,,[],,,,
1497304929043730440,1497304929043730440,2022-02-25 20:18:08 UTC,2022-02-25,20:18:08,+0000,61604535,rstaynings,Richard Staynings,,Cisco has released software updates to address four #security #vulnerabilities in its software that could be weaponized by malicious actors to take control of affected systems.  https://t.co/Z5WM6Zb87r,en,[],['https://lnkd.in/eQuGNckj'],[],0,1,1,"['security', 'vulnerabilities']",[],https://twitter.com/rstaynings/status/1497304929043730440,False,,0,,,,,,,,[],,,,
1497304634343530498,1496952694254313476,2022-02-25 20:16:58 UTC,2022-02-25,20:16:58,+0000,1469001543991103497,sleepergamer11,🔺,,@cisco_fish  https://t.co/DAV8YMCDSR,und,[],[],['https://pbs.twimg.com/tweet_video_thumb/FMd-oFGWQBAW2Rs.jpg'],0,0,0,[],[],https://twitter.com/Sleepergamer11/status/1497304634343530498,False,,1,https://pbs.twimg.com/tweet_video_thumb/FMd-oFGWQBAW2Rs.jpg,,,,,,,[],,,,
1497310583036784643,1497282057755631625,2022-02-25 20:40:36 UTC,2022-02-25,20:40:36,+0000,1387794957822464002,karelfilip8,Karel FILIP,,@Jarin50926789 @Bl4Wry @MentalH12611828 S DNS to nemá vůbec nic společného. Je to o linuxu nebo sw postaveném na něm jak je to u jiných zařízení Cisco atd. netuším. Jak jsem psal zapisujete to do pravidel v adres listu a spol.,cs,[],[],[],1,0,0,[],[],https://twitter.com/KarelFILIP8/status/1497310583036784643,False,,0,,,,,,,,"[{'screen_name': 'Jarin50926789', 'name': 'Jarin', 'id': '966683797382205440'}, {'screen_name': 'Bl4Wry', 'name': 'BL4CKLIGHT 🇺🇦', 'id': '2245714099'}, {'screen_name': 'MentalH12611828', 'name': 'Mental Hospital', 'id': '1246021252239831040'}]",,,,
1497310440543723520,1497310440543723520,2022-02-25 20:40:02 UTC,2022-02-25,20:40:02,+0000,899711212166012930,lucasrocha_01,LUCÃO 🏴,,Caiu um cisco aqui 🥺,pt,[],[],[],0,0,0,[],[],https://twitter.com/lucasrocha_01/status/1497310440543723520,False,https://twitter.com/ClistenesCarlos/status/1496905721656778753,0,,,,,,,,[],,,,
1497310386483302400,1497310386483302400,2022-02-25 20:39:49 UTC,2022-02-25,20:39:49,+0000,265111182,vimalbhaya,Vimal Bhaya,,"Kudos to Cisco for selling an amateur-ish looking ""Secure email messaging"" to bank clients.",en,[],[],[],0,0,0,[],[],https://twitter.com/vimalbhaya/status/1497310386483302400,False,,0,,,,,,,,[],,,,
1497309512218423301,1497275280997720069,2022-02-25 20:36:21 UTC,2022-02-25,20:36:21,+0000,730525937595502593,theevilwitchn,thawne ‎,,@natharionisco não deixa o cisco e nem o harry verem esse tweet  https://t.co/QSzuySkP88,pt,[],[],['https://pbs.twimg.com/media/FMeDEArXMAkZL-O.jpg'],1,0,0,[],[],https://twitter.com/theevilwitchn/status/1497309512218423301,False,,1,https://pbs.twimg.com/media/FMeDEArXMAkZL-O.jpg,,,,,,,"[{'screen_name': 'natharionisco', 'name': 'manu loves loki', 'id': '943962157808607232'}]",,,,
1497308892409184258,1497308305907015680,2022-02-25 20:33:53 UTC,2022-02-25,20:33:53,+0000,227472248,ohaskell,Owen Prague,,@TropicaliJaye My deepest condolences. With great love comes great grief. I’ll have Red and Walter and Cisco all welcome him to the cool spots to hang out in in heaven ♥️🙏🏻,en,[],[],[],0,0,0,[],[],https://twitter.com/Ohaskell/status/1497308892409184258,False,,0,,,,,,,,"[{'screen_name': 'TropicaliJaye', 'name': 'Courtney Jaye', 'id': '64255959'}]",,,,
1497308062939586561,1497296857156005892,2022-02-25 20:30:35 UTC,2022-02-25,20:30:35,+0000,1391212852871057408,thegalinheiro,The galinheiro 🐔,,@HopeSariettes Tem um cisco na minha lágrima🤧🤚,pt,[],[],[],0,0,1,[],[],https://twitter.com/thegalinheiro/status/1497308062939586561,False,,0,,,,,,,,"[{'screen_name': 'HopeSariettes', 'name': 'Anny ☽︎', 'id': '1403512542606077952'}]",,,,
1497307929623547917,1497307929623547917,2022-02-25 20:30:03 UTC,2022-02-25,20:30:03,+0000,437513705,sectortweets,Ettore Guarnaccia 🧠,,Intervento al Safer Internet for a Safer World SID 2022 di Cisco Systems Italia  https://t.co/UjOFMHmDAH,en,[],['https://tinyurl.com/y7o33sxl'],[],0,0,0,[],[],https://twitter.com/sectortweets/status/1497307929623547917,False,,0,,,,,,,,[],,,,
1497306820108439552,1497306820108439552,2022-02-25 20:25:39 UTC,2022-02-25,20:25:39,+0000,1494759754928832512,neversl13953532,Never Sleep,,Cisco vs Tolar | Live Stream Toda'y-Watch Live Here &gt;&gt;&gt; :  https://t.co/2SjYLDLCPU,en,[],['https://vans.rajinterus.xyz/hsb.php'],[],0,0,0,[],[],https://twitter.com/NeverSl13953532/status/1497306820108439552,False,,0,,,,,,,,[],,,,
1497306075804098570,1497275414707855364,2022-02-25 20:22:41 UTC,2022-02-25,20:22:41,+0000,16806065,viniciuscezar,vinícius,,"@bonecacynthia eu nao ia, maaas ta rolando uma breja aqui na agencia e bateu um cisco, sabe? qualquer coisa te aviso",pt,[],[],[],2,0,1,[],[],https://twitter.com/viniciuscezar/status/1497306075804098570,False,,0,,,,,,,,"[{'screen_name': 'bonecacynthia', 'name': 'O encantado mundo de Cynthia', 'id': '1124236240797220866'}]",,,,
1497306008158457856,1497285377983500288,2022-02-25 20:22:25 UTC,2022-02-25,20:22:25,+0000,933081349065453568,poljared,jared,,"@TrailerDrake Season 7, when Cisco and the other guy traleved in time to the 90's Man, that sucked so hard",en,[],[],[],0,0,0,[],[],https://twitter.com/PolJared/status/1497306008158457856,False,,0,,,,,,,,"[{'screen_name': 'TrailerDrake', 'name': 'Drake', 'id': '312372133'}]",,,,
1497305879242289157,1497299847350833157,2022-02-25 20:21:54 UTC,2022-02-25,20:21:54,+0000,235654150,preppednet,PreppedNet,,@YourAnonOne Wasn't Aubrey messing around with a hacked m.o.d cisco login a while back on twitch?,en,[],[],[],0,0,1,[],[],https://twitter.com/PreppedNet/status/1497305879242289157,False,,0,,,,,,,,"[{'screen_name': 'YourAnonOne', 'name': 'Anonymous', 'id': '1029475507430146048'}]",,,,
1497305864235008003,1497304683341357057,2022-02-25 20:21:51 UTC,2022-02-25,20:21:51,+0000,2231486820,intoyulk,sailor venus ⧗,,"...Hipócrita, tire primeiro a viga do seu olho, e então você verá claramente para tirar o cisco do olho do seu irmão”. Mateus 7:3-5",pt,[],[],[],1,0,0,[],[],https://twitter.com/intoyulk/status/1497305864235008003,False,,0,,,,,,,,[],,,,
1497305660253483020,1497304683341357057,2022-02-25 20:21:02 UTC,2022-02-25,20:21:02,+0000,2231486820,intoyulk,sailor venus ⧗,,"“Por que você repara no cisco que está no olho do seu irmão e não se dá conta da viga que está em seu próprio olho? Como você pode dizer ao seu irmão: ‘Deixe-me tirar o cisco do seu olho’, quando há uma viga no seu? +",pt,[],[],[],1,0,0,[],[],https://twitter.com/intoyulk/status/1497305660253483020,False,,0,,,,,,,,[],,,,
1497305656461824007,1497305656461824007,2022-02-25 20:21:01 UTC,2022-02-25,20:21:01,+0000,735913757293969408,annpcari,AnnP,,"Cisco's 2022 Broadband Index found that 75% think #broadband services need to dramatically improve to work from anywhere successfully. VP, Service Provider EMEAR @AdamMacHale shares how the gap for seamless and secure connections for all is closing.  https://t.co/f0mcQTr7lD",en,"[{'screen_name': 'adammachale', 'name': 'adam machale', 'id': '2349846800'}]",['https://lnkd.in/dFYHanp8'],[],0,0,0,['broadband'],[],https://twitter.com/AnnPcari/status/1497305656461824007,False,,0,,,,,,,,[],,,,
1497305633388851201,1497305633388851201,2022-02-25 20:20:56 UTC,2022-02-25,20:20:56,+0000,1018938947811139586,threatshub,ThreatsHub,,ThreatsHub Cybersecurity News | Cisco IDs top 2022 security threats and what to do about them -  https://t.co/oxltP6Tm4i #CyberSecurity  #Coudsecurity #ThreatIntelligent #Databreach #Deeplearning #OSINT #CyberCrime #Infosec #Blog #News  https://t.co/mRFuRTAdwP,en,[],['https://www.threatshub.org/blog/cisco-ids-top-2022-security-threats-and-what-to-do-about-them/'],['https://pbs.twimg.com/media/FMd_ihJUcAIeKuT.jpg'],0,5,1,"['cybersecurity', 'coudsecurity', 'threatintelligent', 'databreach', 'deeplearning', 'osint', 'cybercrime', 'infosec', 'blog', 'news']",[],https://twitter.com/threatshub/status/1497305633388851201,False,,1,https://pbs.twimg.com/media/FMd_ihJUcAIeKuT.jpg,,,,,,,[],,,,
